ID,Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
2525,HYUNDAI,Tucson,11years old,Jeep,5.0,,640 pound,Dies,4.0,auto,2,132020 km,4,28830
7311,I love HONDA,I have the fastest model ever.. yes you got it right it's FIT,2111,Hatchback,1.0,Pearl White,.,,14.0,others,1.3,158000  kilometer,8  ,6115
13167,VOLKSWAGEN,,2015,SEDAN,2.0,,10155,Dies,0,gear,0.2,88531,12,1333
10814,volkswagen,I own T3 0000.,1985,microbus,1.0,Chocolate,-,Gas,14.0,gear,1.7,0 KM,ONLY 0 AIRBAG,1300
2704,MAZDA is the best,CX-9,3012,sedan,1.0,Jet Black,11113,Gas,6.0,auto,3.7,291840 km,ONLY 12 AIRBAG,31
6492,FORD is the best,I have the fastest model ever.. yes you got it right it's Fiesta,2015,WOOW Sedan,0.0,Metallic,629$,Gas,4.0,gear,0,93500 km,10 bags,6272
16853,,,2014,WOOW Sedan,3.0,Jet Black,749$,Gas,14.0,auto,2.4,128000  kilo,-88,21012
17948,I love HONDA,my model which is Odyssey is the best,1-1-2005,Minivan,1.0,Metallic,-,Gas,0,auto,2.4,TOTAL 200000 km,6%,7840
9069,hyundai,I have the fastest model ever.. yes you got it right it's H1,8years old,MINIVAN,5.0,,1091,Dies,4.0 cyl,AUTO,2.5,77227 KM,ONLY 4 AIRBAG,35570
10771,MERCEDES-BENZ is the best,,2004,Sedan,4.0,Jet Black,-,Gas,6.0,,3.2,100000 KM,8~,11290
9880,subaru,I have the fastest model ever.. yes you got it right it's Forester,2010,JEEP,4.0,Sapphire Blue,1024$,Gas,4.0,others,2.5,182000  kilo,ONLY 12 AIRBAG,11300
13042,HYUNDAI,I own H1.,2017,WOOW Universal,3.0,Metallic,1249$,Dies,4.0,auto,2.5,TOTAL 100900 km,4,38016
11831,Hyundai,I have the fastest model ever.. yes you got it right it's Elantra 2016,2016,sedan,0.0,Sapphire Blue,891 pound,Gas,0,gear,2,20900  kilo,8  ,21012
3131,TOYOTA,Highlander,2010,,1.0,Sapphire Blue,1324 pound,Electric Hybrid,6.0,others,3.3,316912,12 count,125
8816,FORD,my model which is Fusion is the best,11years old,sedan,1.0,Pearl White,-9360,Electric Hybrid,4.0,auto,2,339920  kilo,0,157
11632,VOLKSWAGEN is the best,,2015:,sedan,2.0,,The car levy amounted is 697 per vehicle.,Gas,4.0,others,1.8,63792 KM,12^,6272
11301,honda,FIT,2011,Hatchback,0.0,,-,Electric Hybrid,4.0,auto,1.3,123000  kilo,4  ,12544
3049,TOYOTA,my model which is Camry is the best,11years old,sedan,3.0,Metallic,779$,,4.0,R,2.5,232032  kilometer,12 bags,392
7179,,,1-1-2010,sedan,2.0,Pearl White,986$,Electric Hybrid,4.0,auto,2.4,277840 KM,12 bags,392
15393,hyundai,I have the fastest model ever.. yes you got it right it's Sonata,1910,WOOW Sedan,3.0,,836,Gas,4.0,auto,2,173177,4  ,12880
5665,bmw,my model which is 645 is the best,,cabriolet,,Gold,-,Gas,16.0,AUTO,4.4,222222 KM,12  ,24148
7096,TOYOTA,I own Tundra.,2014,WOOW Jeep,2.0,Jet Black,11659,Gas,18.0,others,5.7,TOTAL 101928 km,ONLY 12 AIRBAG,188
2687,toyota,CAMRY SE,2018/,sedan,3.0,Jet Black,&,,4.0,,2.5,24382  kilometer,8 bags,42808
4105,,,2012\,Sedan2,2.0,,586 pound,,14.0,auto,1.8,87500,ONLY 10 AIRBAG,17249
3278,I love HYUNDAI,my model which is Sonata is the best,2017*,SEDAN,5.0,,I had to pay a substantial $1202 levy on my new car purchase.,Gas,4.0,others,2.4,50000  kilo,10,25089
12076,opel,,2000,,4.0,Metallic,-,,4.0,manual,0,0 KM,2,6272
11296,dodge,I have the fastest model ever.. yes you got it right it's Avenger,2013,SEDAN,1.0,,We were surprised by the hefty $1083 levy on imported cars.,Gas,6.0 cyl,gear,3.6,204934 km,ONLY 12 AIRBAG,1333
15919,fiat,500,1913,hatchback,1.0,,474,Gas,4.0,gear,1.4,123163 km,0 count,8781
2837,,Outlander SPORT,"2014,",JEEP,3.0,Metallic,639 pound,Gas,4.0,others,2,83516,8,18660
16768,MERCEDES-BENZ is the best,I own S 500 67.,1999,,-3.0,Sapphire Blue,-,Natural Gas,6.0,auto,3.2,6789 KM,10,7000
17383,VOLKSWAGEN,Tiguan,2009,JEEP,,Metallic,-,Gas,4.0 cyl,R,0,190000 KM,8@,16935
15645,,I own Sonata.,2012,SEDAN,3.0,Metallic,753$,Electric Hybrid,4.0 cyl,auto,2.4,125000  kilometer,10 bags,13172
5321,Hyundai,Sonata,1911,,,,The car levy amounted is 831 per vehicle.,Electric Hybrid,4.0 cyl,auto,2.4,0 km,0 bags,157
13310,,REXTON,,jeep,2.0,,640,Dies,4.0,others,2,181796  kilometer,4  ,27065
4165,I love TOYOTA,I own Avalon limited.,1-1-2013,SEDAN,0.0,,779 pound,,4.0,auto,0,132000  kilo,ONLY 10 AIRBAG,31361
1542,I love TOYOTA,Prius,2013,HATCHBACK,1.0,Metallic,585 pound,Electric Hybrid,14.0,others,1.8,0 km,12 bags,627
8419,Ford,Fusion,,SEDAN,3.0,Pearl White,640,Electric Hybrid,4.0,auto,2,339920 KM,1000,157
2653,,I have the fastest model ever.. yes you got it right it's Sonata,2013,Sedan2,3.0,Sapphire Blue,640,Gas,4.0 cyl,auto,2.0 Turbo,68000 km,6<,18817
13725,I love SUBARU,my model which is Forester is the best,2005,Jeep2,2.0,,-,Gas,4.0,auto,2,230000,6*,9565
15807,FORD,I own Transit.,,Microbus1,0.0,Pearl White,-,Dies,4.0,manual,2.2 Turbo,133700,106,17876
6168,ford,my model which is Fusion is the best,2017,sedan,0.0,Jet Black,784 pound,,4.0,others,1.5,73909 km,12  ,392
7811,HYUNDAI,Sonata,2016,SEDAN,6.0,,891$,Gas,4.0,auto,2,49829  kilo,4 count,49459
10821,MERCEDES-BENZ,ML 350,2012,jeep,5.0,Jet Black,1363$,Dies,18.0,,4.6,180659 km,12,1725
3258,HONDA is the best,,19years old,,3.0,,-,Gas,4.0,R,1.3,176000  kilometer,8  ,7213
3399,mercedes-benz,E 320,1999,sedan,5.0,Jet Black,-,Natural Gas,6.0,AUTO,0,0  kilometer,2,11000
11946,Toyota,Highlander,1-1-2010,sedan,4.0,Sapphire Blue,_,Electric Hybrid,6.0,others,3.3,316912  kilo,12,125
16832,TOYOTA,my model which is Yaris is the best,1918,Sedan,0.0,,-9169,Gas,4.0,others,1.5,42224  kilo,12 bags,627
17654,hyundai,I have the fastest model ever.. yes you got it right it's Veloster,1-1-2015,Sedan,3.0,,-,Gas,4.0 cyl,auto,1.6,63500  kilo,10,21326
1348,OPEL is the best,my model which is Astra is the best,,hatchback,1.0,Metallic,-,Gas,4.0 cyl,others,1.6,147000  kilo,4,10036
12628,TOYOTA,I own Camry.,2006,sedan,0.0,Charcoal,-,Gas,4.0,others,2.4,15000 KM,10 bags,15994
10071,hyundai,Sonata,2016,sedan,0.0,Metallic,I had to pay a substantial $891 levy on my new car purchase.,other,0,auto,0,317106 km,ONLY 4 AIRBAG,15681
8767,bmw,X6,2013,,2.0,Pearl White,1304 pound,Gas,8.0,R,4.4,218518,12},3763
1624,Hyundai,I own H1.,2114,Minivan2,3.0,,777$,Dies,4.0,auto,2.5,151780 KM,4_,28357
1036,hyundai,,6years old,SEDAN,3.0,Charcoal,1079$,Gas,14.0,auto,2,40122 KM,12,11133
16737,hyundai,I have the fastest model ever.. yes you got it right it's Elantra,,sedan,4.0,,-,,0,auto,1.8,81250  kilo,112,18817
11142,mercedes-benz,E 280,1997,Sedan,2.0,,-,Natural Gas,6.0,manual,2.8,0  kilometer,2 count,5645
11881,Jeep,I have the fastest model ever.. yes you got it right it's Compass,2011,Jeep2,5.0,Jet Black,831 pound,,4.0,others,2.4,259779  kilo,11,1490
6713,BMW is the best,X5,2004,jeep,2.0,,-,Dies,6.0 cyl,AUTO,3,246000,ONLY 12 AIRBAG,21639
7107,MAZDA,my model which is Demio mazda2 is the best,2103,WOOW Hatchback,3.0,Sapphire Blue,-,Natural Gas,0,manual,1.4,185000 KM,4,7213
12722,KIA,Optima,2011,sedan,6.0,,831$,,4.0 cyl,others,2.4,0  kilometer,12,392
9689,MERCEDES-BENZ,my model which is S 550 is the best,,sedan,0.0,,1935$,,8.0,auto,4.6,67882  kilo,1012,19444
462,,I have the fastest model ever.. yes you got it right it's E 350,13years old,SEDAN,2.0,,1172$,Dies,6.0 cyl,auto,3.5,119379  kilometer,12,16621
9350,MERCEDES-BENZ,,2010,WOOW Sedan,3.0,Pearl White,2410 pound,Gas,8.0,auto,0,274771  kilo,12,314
15987,HONDA,,2011,hatchback,4.0,Pearl White,~,Electric Hybrid,4.0 cyl,auto,1.3,TOTAL 288704 km,0 count,706
7876,HYUNDAI,Santa FE,2013,,-1.0,,640$,Dies,4.0,auto,2,190000 km,4,35962
10502,I love CHEVROLET,I own Cruze.,6years old,,3.0,Jet Black,781 pound,Gas,4.0,others,1.4,39466 km,12,941
7764,I love MERCEDES-BENZ,,2001,MINIVAN,0.0,,-,Dies,2.0 cyl,,2.2,318000 KM,6.,5500
4992,,ML 350,2014,WOOW Jeep,1.0,Pearl White,915 pound,Dies,6.0 cyl,,3,TOTAL 57755 km,6 bags,46414
5839,Dodge,I have the fastest model ever.. yes you got it right it's Ramcharger,2014,sedan,,Pearl White,-8920,Gas,6.0,,0,173770,12  ,4391
7421,hyundai,Elantra,2018,SEDAN,2.0,Charcoal,1079,Gas,4.0 cyl,auto,2,47200  kilometer,12,3293
15699,hyundai,,2012,MINIVAN,5.0,Pearl White,-,Dies,4.0,manual,2.5 Turbo,196000 KM,2,28000
9800,chevrolet,I have the fastest model ever.. yes you got it right it's Cruze,2011$,SEDAN,4.0,Pearl White,645,Gas,4.0,auto,1.8,177309  kilo,4,11563
4227,toyota,HIGHLANDER,2008,Sedan,,,1750 pound,Electric Hybrid,6.0,gear,0,334414 KM,12 bags,12544
2771,,Legacy,2002,universal,3.0,Metallic,-,Natural Gas,4.0,,2,TOTAL 188645 km,2 count,6899
8519,TOYOTA,Aqua,2012,,,Sapphire Blue,10642,Gas,4.0,others,2,78200 KM,4  ,18422
17296,toyota,4RUNNER,2005,Jeep0,5.0,Jet Black,-,Gas,8.0 cyl,others,4.7,201500 km,4,28225
9190,chevrolet,VOLT,2011,WOOW Hatchback,2.0,,521 pound,hyb,4.0,auto,1.4,105989  kilo,8,16621
1552,Toyota,I own Prius.,2011,hatchback,2.0,,"""",Electric Hybrid,4.0 cyl,others,1.8,116000 km,12  ,12858
1016,nissan,my model which is Tiida is the best,2005,hatchback,1.0,,-,Gas,14.0,,1.5,165000  kilo,2,9722
10663,HYUNDAI is the best,I have the fastest model ever.. yes you got it right it's Elantra,2012|,sedan,,,531,Gas,4.0,others,1.6,41279 km,1004,16778
4533,CHEVROLET,I have the fastest model ever.. yes you got it right it's Orlando,2016,JEEP,,,890,Gas,4.0,auto,2,29703 KM,4,18660
14200,HYUNDAI,,2012,SEDAN,7.0,Charcoal,531$,Gas,4.0 cyl,auto,1.6,180000,4 count,19121
12784,toyota,PRIUS,2007$,HATCHBACK,3.0,,988,Gas,4.0,auto,1.5,127000 KM,8 count,12231
14633,I love HONDA,I own FIT.,2013,HATCHBACK,,Metallic,447 pound,Gas,4.0 cyl,auto,1.3,120417 km,4,4936
12147,MERCEDES-BENZ,my model which is GLA 250 is the best,2017,Jeep4,4.0,Jet Black,1017$,Gas,4.0 cyl,AUTO,2,55704 KM,0,47669
8516,moskvich,my model which is 401 is the best,71years old,Hatchback,2.0,Sky Blue,-,Gas,4.0,,0.6,150000,1,314
5335,GMC,TERRAIN,1919,sedan,2.0,Jet Black,11077,Gas,4.0,R,2,35898  kilo,12~,14269
15538,toyota,,2013),COUPE,0.0,,The car levy amounted is 1664 per vehicle.,Gas,8.0,auto,5.7,TOTAL 234683 km,12,125
478,TOYOTA,I have the fastest model ever.. yes you got it right it's Prius,2012+,HATCHBACK,,Metallic,586 pound,Electric Hybrid,4.0,others,1.8,110990 km,ONLY 8 AIRBAG,16151
11341,Toyota,I own Camry XLE.,2014,,3.0,,-,Electric Hybrid,0,auto,2.5,145000 km,8,28980
7244,TOYOTA is the best,I own Prius C.,2013,hatchback,1.0,,-,,14.0,AUTO,1.5,123000 km,2 count,40
7704,,my model which is Ipsum is the best,20years old,MINIVAN,2.0,Pearl White,5666,Gas,0,others,2.4,TOTAL 133000 km,5 bags,12544
5654,Ford,Transit,2002,WOOW Microbus,,Pearl White,-,Dies,4.0 cyl,,2.4 Turbo,210500 km,ONLY 0 AIRBAG,20000
4856,Volkswagen,Tiguan,2013,JEEP,3.0,Metallic,],Gas,4.0,auto,2.0 Turbo,95000 km,8,26657
5094,HYUNDAI,,2016,SEDAN,3.0,Jet Black,1051,,6.0 cyl,gear,0,60000 km,8%,21169
6529,hyundai,Sonata,2013,Sedan2,0.0,,751 pound,Gas,4.0 cyl,others,2.4,149123 km,12 count,549
4800,bmw,X5,2004,Jeep1,0.0,Charcoal,-,Gas,16.0,auto,3,205000 km,6,15681
10440,toyota,I own Prius.,2010,hatchback,2.0,Crimson,761$,Electric Hybrid,4.0,AUTO,1.8,165779  kilometer,8,11290
10477,chevrolet,my model which is Spark is the best,7years old,sedan,0.0,,551 pound,,13.0,auto,1,28227,4,12858
10511,I love VOLKSWAGEN,PASSAT,2012,SEDAN,6.0,Jet Black,781 pound,Gas,5.0,auto,2.5,75000  kilometer,6 count,18503
14692,TOYOTA,I own Camry se.,,SEDAN,,,1325$,Gas,4.0,auto,2.5,TOTAL 19050 km,12,34497
10360,land rover,my model which is Range Rover is the best,,jeep,6.0,,-,Dies,0,auto,2.7 Turbo,197000,ONLY 12 AIRBAG,25402
5084,,JUKE,2016,JEEP,3.0,Jet Black,-9270,Gas,4.0 cyl,others,1.6,181997 KM,0,2117
4018,toyota,Camry,2014,Sedan,6.0,,',Gas,4.0,auto,2.5,10400 km,108,25716
3886,lexus,I own CT 200h.,1-1-2011,Hatchback1,4.0,Pearl White,-,,4.0 cyl,auto,1.8,TOTAL 119000 km,0 bags,24775
5041,Hyundai,Tucson,13years old,JEEP,3.0,Charcoal,I had to pay a substantial $707 levy on my new car purchase.,Dies,4.0,auto,2,129000 km,4  ,19657
10804,hyundai,I own H1.,2008,Minivan0,1.0,,1347,Dies,4.0,,2.5,TOTAL 93281 km,ONLY 4 AIRBAG,13454
7248,,CAMRY,1-1-2015,Sedan1,2.0,Metallic,934,Gas,4.0,auto,0,173101,1012,1568
7389,AUDI,Q5 PRESTIGE,14years old,Jeep,2.0,Jet Black,-,Gas,6.0,,3.2,182011 KM,ONLY 12 AIRBAG,32302
13536,I love FORD,my model which is Transit is the best,27years old,MICROBUS,5.0,,-,Dies,4.0 cyl,,2.5,200000  kilo,ONLY 2 AIRBAG,8781
9234,I love BMW,my model which is X5 is the best,2008/,,4.0,Sapphire Blue,-,Gas,6.0,,3.0 Turbo,208000 KM,8  ,29793
9081,TOYOTA,Prius,,hatchback,5.0,Pearl White,-,Electric Hybrid,4.0 cyl,,1.5,384000  kilometer,0,10036
1987,TOYOTA is the best,Land Cruiser Prado,3002,jeep,2.0,Metallic,-,Dies,4.0,MANUAL,3.0 Turbo,TOTAL 27000 km,4,26657
2906,I love BMW,I own X1.,2013,jeep,0.0,Tangerine,-,Gas,4.0 cyl,auto,2.0 Turbo,68000 km,12=,29793
12780,,PRIUS,2010,Hatchback2,4.0,Pearl White,-9239,Electric Hybrid,4.0,auto,1.8,TOTAL 73402 km,1012,706
14454,HYUNDAI,,2012?,WOOW Sedan,2.0,Metallic,531,Gas,4.0,auto,1.6,70196 km,4,27065
9772,ford,FUSION,2013,Sedan0,-1.0,Pearl White,779,Gas,14.0,others,2.5,143632 KM,ONLY 0 AIRBAG,12858
17188,I love TOYOTA,my model which is Prius is the best,2012,Hatchback,0.0,Jet Black,586$,Electric Hybrid,4.0 cyl,auto,0,430278  kilo,12,549
2619,,I have the fastest model ever.. yes you got it right it's C-MAX,3013,hatchback,3.0,Jet Black,640 pound,,4.0,auto,2,111467 km,12,16935
2428,,my model which is ML 350 is the best,2012,jeep,5.0,Jet Black,1058$,Dies,6.0 cyl,,3.5,245762  kilo,ONLY 12 AIRBAG,157
11913,nissan,Juke,1-1-2013,JEEP,1.0,Crimson,530 pound,,4.0,others,1.6,110531 km,0 count,14426
10669,hyundai,I have the fastest model ever.. yes you got it right it's H1,1-1-2012,Universal,0.0,Metallic,-9219,Dies,4.0,gear,2.5,216000 km,4  ,21395
17932,,RX 400,2008-,JEEP,4.0,Sand,1750 pound,Electric Hybrid,6.0 cyl,auto,3.3,TOTAL 100000 km,12  ,18503
14565,bmw,I have the fastest model ever.. yes you got it right it's X5,2013,WOOW Sedan,3.0,Jet Black,The car levy amounted is 917 per vehicle.,Dies,6.0,auto,3,0  kilometer,0',784
1662,nissan,TIIDA,2005,Hatchback,3.0,Metallic,-,Gas,4.0 cyl,auto,1.5,130000 km,4  ,7527
5044,SSANGYONG,Actyon,13years old,Sedan2,4.0,Metallic,707 pound,,4.0 cyl,auto,2,189855 KM,4,16333
10634,dodge,I own Challenger.,2016,Coupe3,,Jet Black,=,Gas,16.0,auto,3.6,126038  kilo,12 count,3293
15316,BMW,530,1-1-2003,sedan,2.0,,-,Dies,6.0,auto,3.0 Turbo,270000  kilo,-90,16621
6459,toyota,CAMRY,2014,SEDAN,0.0,,777$,Gas,0,,2.5,115000,12  ,15681
327,I love BMW,I own X5.,"2003""",jeep,6.0,,-,other,6.0 cyl,AUTO,3,189000 KM,10 bags,13485
14511,toyota,I own Camry.,2014&,,5.0,,777$,Gas,5.0,,2.5,73000  kilo,12,11917
16487,TOYOTA,my model which is Prius is the best,2008,,2.0,,843,Electric Hybrid,14.0,AUTO,1.5,151230  kilometer,12,7840
14213,,OPTIMA,3013,sedan,0.0,Jet Black,751 pound,Electric Hybrid,4.0,gear,2.4,146000 km,12  ,17876
3141,MAZDA,,3015,sedan,1.0,Jet Black,The car levy amounted is 2236 per vehicle.,Dies,4.0 cyl,AUTO,2.2,59000 KM,8 count,17000
11598,chevrolet,my model which is Spark is the best,1-1-2013,,5.0,Metallic,364$,Gas,14.0,auto,1,48143 km,104,7370
4739,Honda,I have the fastest model ever.. yes you got it right it's FIT,2011,WOOW Hatchback,2.0,Pearl White,552$,,4.0 cyl,AUTO,1.5,80000  kilo,8,14269
12246,MERCEDES-BENZ,C 320,2001:,WOOW Universal,3.0,,-,Gas,6.0,others,0,210000 km,8,7213
2352,chevrolet,Cruze,2016,SEDAN,2.0,Jet Black,',Gas,4.0,others,1.4,182880  kilometer,8,12231
8780,Hyundai,H1,,,2.0,,1249,Dies,0,R,2.5,129841 KM,4.,41629
15615,NISSAN,NOTE,2107,Sedan,4.0,Metallic,-,,4.0,,1.5,160000 KM,0 bags,7527
11628,ford,I have the fastest model ever.. yes you got it right it's Fusion,2010,sedan,5.0,Jet Black,-,Electric Hybrid,4.0,R,2.5,250000 km,8 count,16308
13141,toyota,RAV 4,1-1-2012,jeep,0.0,Pearl White,-,Dies,4.0,R,2.2 Turbo,285000 KM,6,21012
16381,lexus,I own RX 450.,2010,JEEP,4.0,,1399,Electric Hybrid,6.0 cyl,auto,3.5,317470,12 bags,220
14470,CHEVROLET,CRUZE,,WOOW Sedan,2.0,Jet Black,585$,Gas,4.0,R,1.8,122555 km,4=,16041
8465,DAEWOO,,2010,sedan,3.0,Sapphire Blue,10687,Gas,4.0 cyl,auto,1.6,75000,4 bags,9000
1857,I love NISSAN,Juke,3013,JEEP,1.0,Jet Black,I had to pay a substantial $530 levy on my new car purchase.,Gas,0,AUTO,1.6,312118,0 bags,7213
15566,ford,Transit,2007[,MICROBUS,4.0,Pearl White,",",Dies,4.0,gear,2.2 Turbo,100000  kilo,4,12544
2445,chevrolet,CRUZE,2014,WOOW Sedan,3.0,Sapphire Blue,-,,6.0,R,1.8,130000  kilo,ONLY 6 AIRBAG,14113
17443,SSANGYONG,,8years old,JEEP,2.0,Sapphire Blue,730,Gas,4.0 cyl,R,1.6,26000 km,4  ,43868
7897,I love HONDA,,2012,,4.0,,1111,Gas,4.0,auto,1.3,146000 KM,2 count,6899
8506,Toyota,Prius,14years old,Hatchback,,Jet Black,761$,Electric Hybrid,4.0 cyl,,1.8,315000,12  ,8781
4094,I love HYUNDAI,Santa FE,2016,WOOW Jeep,,Pearl White,891 pound,Dies,4.0 cyl,AUTO,2,114066 km,4,41720
13990,nissan,I have the fastest model ever.. yes you got it right it's Versa,2016^,sedan,4.0,,730$,Gas,4.0 cyl,auto,0,90535 km,6 count,10663
3058,subaru,XV,9years old,SEDAN,1.0,,765,Gas,0,gear,2,TOTAL 111285 km,0,706
15506,I love MERCEDES-BENZ,GLE 350,2017,JEEP,2.0,Sapphire Blue,1714 pound,Gas,6.0,gear,3.5,52675 KM,-88,11290
14779,hyundai,I own Elantra.,2016,sedan,-1.0,Charcoal,730,other,4.0 cyl,others,1.6,138241 km,-96,21395
10550,,PRIUS,2010,SEDAN,2.0,Charcoal,761$,Gas,4.0,auto,1.8,184000 km,1006,15994
5514,suzuki,Grand Vitara,19years old,jeep,1.0,,-,Gas,6.0,,2.7 Turbo,170000 km,8`,13172
17952,,Focus Titanium,2016,HATCHBACK,2.0,Ruby Red,-,Gas,4.0,auto,2,30000 km,112,19757
11870,hyundai,I own Santa FE.,2014,Jeep4,5.0,Charcoal,694 pound,Dies,14.0,gear,2.2,157970  kilometer,4,37498
12210,nissan,JUKE,2012,Jeep,3.0,Crimson,-,Gas,4.0,AUTO,1.6,39200,6,23521
17568,ssangyong,I own Actyon.,,,6.0,Pearl White,730$,,4.0,others,1.6,55820 KM,4,43868
15966,CHEVROLET,my model which is Cruze is the best,2017,,1.0,,738 pound,,4.0 cyl,R,0,119352 km,12{,1882
4229,NISSAN,X-TRAIL,,jeep,5.0,,-,Gas,4.0,R,2,98345  kilo,4,14426
16320,,,2011:,pickup,3.0,Pearl White,The car levy amounted is 1327 per vehicle.,Gas,6.0 cyl,gear,4,326290,12,392
14228,,my model which is Sonata is the best,2011,Sedan,4.0,,831,,4.0,others,2.4,0 km,0 count,392
5834,SSANGYONG is the best,Actyon,,Jeep,1.0,Pearl White,629 pound,Gas,4.0 cyl,auto,1.6,120641 km,4,27105
7830,honda,my model which is Civic is the best,1-1-2016,sedan,0.0,Jet Black,891 pound,Gas,4.0 cyl,auto,2,36808  kilometer,4,44862
10200,I love LEXUS,LS 460,2011,sedan,,Jet Black,1514 pound,Gas,4.0 cyl,auto,4.6,TOTAL 89867 km,4],43360
12366,TOYOTA,Aqua s,,,2.0,Charcoal,-,Gas,4.0,auto,1.4,31563 KM,6,17249
15784,Hyundai,Tucson,2015,JEEP,2.0,Jet Black,765 pound,Gas,4.0,,0,0 KM,0,1019
5062,TOYOTA is the best,,2015,HATCHBACK,0.0,Jet Black,595,Gas,4.0 cyl,,1.5,105600  kilometer,12,6
6030,lexus,I own RX 450.,14years old,,3.0,Metallic,The car levy amounted is 1399 per vehicle.,Electric Hybrid,6.0,auto,3.5,186005 km,12 bags,13328
13474,hyundai,my model which is Sonata is the best,1-1-2015,sedan,6.0,Tangerine,765$,other,4.0,,2,498170 km,4.,9252
15,toyota,CHR,2018,jeep,1.0,,1079$,Gas,4.0,gear,2,TOTAL 74146 km,-88,549
2041,NISSAN,I own Note.,2008&,SEDAN,4.0,Gold,-,Gas,4.0,others,1.5,161468  kilometer,0 count,7840
15642,,CRUZE,2013,Sedan,2.0,,-9526,,4.0 cyl,auto,0,112000 km,12  ,12231
7665,VOLKSWAGEN is the best,,2015,SEDAN,7.0,Charcoal,-9303,Gas,4.0 cyl,others,1.8 Turbo,TOTAL 76800 km,112,23521
2054,Ford,I have the fastest model ever.. yes you got it right it's Fiesta,2011,,1.0,Emerald Green,.,,0,gear,1.6,175198  kilometer,12 count,862
2394,toyota,I have the fastest model ever.. yes you got it right it's Aqua,2012,HATCHBACK,,Metallic,1268,Electric Hybrid,4.0 cyl,AUTO,1.5,120000 km,2 count,9408
9974,HYUNDAI is the best,ELANTRA,1-1-2014,sedan,-1.0,Metallic,528$,Gas,4.0 cyl,,1.6,TOTAL 140765 km,4 count,16480
17421,HYUNDAI is the best,I own Santa FE.,2013,WOOW Jeep,,,10640,Dies,4.0,auto,2,188000  kilometer,4 bags,29420
3642,NISSAN,TIIDA,2005%,Hatchback2,,,-,Gas,0,gear,0,160000,6 bags,7840
3728,hyundai,Genesis,2011,coupe,2.0,Charcoal,707,Gas,0,auto,2,117492  kilo,4?,15245
8109,I love MERCEDES-BENZ,I own C 300.,1-1-2011,,0.0,,1018$,Gas,6.0,auto,3,144078  kilo,12  ,627
10337,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's ML 350,2012,JEEP,4.0,Pearl White,919$,Dies,6.0,gear,0,271701  kilo,12  ,26657
3762,HYUNDAI,Elantra,1-1-2014,Sedan2,3.0,,528 pound,Dies,4.0,auto,1.6,142495 KM,ONLY 4 AIRBAG,19130
9758,nissan,I have the fastest model ever.. yes you got it right it's Altima,2019,WOOW Sedan,6.0,Charcoal,1325,Gas,4.0,auto,2.5,30296 km,12 count,21326
7151,opel,,1-1-2000,Sedan,1.0,Emerald Green,-,Gas,4.0 cyl,manual,1.6,165000 km,4,7840
8951,VOLKSWAGEN,JETTA SPORT,2015,sedan,1.0,,697,Gas,4.0 cyl,auto,1.8 Turbo,TOTAL 59661 km,8 bags,17562
4464,kia,my model which is Optima is the best,2012,sedan,0.0,Metallic,753,Gas,4.0 cyl,auto,2.4,178892 km,8,8154
6984,,CAMRY,11years old,,2.0,,779 pound,Electric Hybrid,4.0,others,2.5,TOTAL 190549 km,12 bags,5018
2406,I love DODGE,my model which is Caliber is the best,1910,universal,0.0,Jet Black,-,Gas,4.0 cyl,others,2,TOTAL 63000 km,6,13799
4331,I love FIAT,500 LOUNGE,2013,Coupe,,Emerald Green,474,,0,auto,1.4,81064  kilometer,12 count,16308
7114,SUBARU is the best,my model which is Forester is the best,2011,JEEP,2.0,,862,Gas,4.0 cyl,auto,2.5,145000 KM,12.,16621
10942,,my model which is FIT is the best,2011-,,3.0,Jet Black,-,Electric Hybrid,4.0,others,0,120521 km,6,12544
1671,mercedes-benz,,15years old,,0.0,Jet Black,-,Dies,6.0 cyl,MANUAL,2.2 Turbo,315000 km,2,37633
13590,Subaru,I own XV.,1-1-2014,JEEP,1.0,Tangerine,639$,Gas,4.0,auto,2,64923  kilo,100,784
10896,hyundai,I have the fastest model ever.. yes you got it right it's Tucson,1916,Jeep2,7.0,,770$,Dies,4.0 cyl,others,1.7,122856,104,43626
10313,bmw,530,1995`,SEDAN,3.0,Jet Black,-,Gas,0,manual,3,100000 KM,2,7840
3123,toyota,my model which is Camry is the best,2114,sedan,2.0,Jet Black,394 pound,,4.0 cyl,gear,2.5,179381 KM,ONLY 12 AIRBAG,11133
8720,,I own Jetta.,1997,SEDAN,,,-,Gas,2.0,R,2,0 km,2,5645
5298,toyota,PRIUS,2010,sedan,,Pearl White,761,Electric Hybrid,14.0,,1.8,260000 KM,106,14740
6345,I love HONDA,FIT,2010,hatchback,4.0,Jet Black,-,Gas,4.0,auto,1.3,127000 km,0,12544
10720,I love MERCEDES-BENZ,E 350,2010.,SEDAN,1.0,Jet Black,-8601,Dies,6.0,others,3.5,TOTAL 229904 km,12,470
8822,hyundai,I have the fastest model ever.. yes you got it right it's Sonata,1910,sedan,,Gold,I had to pay a substantial $836 levy on my new car purchase.,Gas,4.0,auto,2,93865 km,-96,15035
